crash_numb,city_town_name,crash_date,crash_severity_descr,crash_status,crash_time_2,year,max_injr_svrty_cl,numb_vehc,polc_agncy_type_descr,sptroop,age_drvr_oldest,crash_hour,first_hrmf_event_descr,ambnt_light_descr,manr_coll_descr,road_surf_cond_descr,numb_fatal_injr,weath_cond_descr,hit_run_descr,most_hrmfl_evt_cl,speed_limit,lat,lon
4195785,CAMBRIDGE,05/24/2016,Non-fatal injury,Closed,08:01:00,2016,Non-fatal injury - Non-incapacitating,1,Local police,NA,45-54,08:00AM to 08:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Wet,0,Cloudy/Rain,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.36890517,-71.09996424
4194610,CAMBRIDGE,05/20/2016,Property damage only (none injured),Closed,10:00:00,2016,No injury,1,State police,H,25-34,10:00AM to 10:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",35,42.3553517,-71.09877544
4194048,CAMBRIDGE,05/21/2016,Property damage only (none injured),Closed,07:04:00,2016,No injury,1,Local police,NA,>84,07:00AM to 07:59AM,Collision with motor vehicle in traffic,Daylight,Angle,Dry,0,Clear/Clear,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.38005914,-71.15243603
4192701,CAMBRIDGE,05/18/2016,Non-fatal injury,Closed,20:15:00,2016,Non-fatal injury - Non-incapacitating,1,Local police,NA,NA,08:00PM to 08:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dusk,Angle,Dry,0,Clear,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.36297997,-71.09958897
4192700,CAMBRIDGE,05/18/2016,Unknown,Closed,14:20:00,2016,Not reported,1,Local police,NA,45-54,02:00PM to 02:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Single vehicle crash,Dry,0,Clear/Clear,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.3716117,-71.10683124
4192699,CAMBRIDGE,05/18/2016,Non-fatal injury,Closed,12:23:00,2016,Non-fatal injury - Possible,1,Local police,NA,55-64,12:00PM to 12:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.37750586,-71.12214262
4192698,CAMBRIDGE,05/18/2016,Non-fatal injury,Closed,11:55:00,2016,Non-fatal injury - Non-incapacitating,1,Local police,NA,55-64,11:00AM to 11:59AM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,"Yes, hit and run",V1:(Collision with pedestrian),NA,42.36635269,-71.09349747
4192697,CAMBRIDGE,05/18/2016,Non-fatal injury,Closed,09:12:00,2016,Non-fatal injury - Possible,1,Local police,NA,25-34,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Single vehicle crash,Dry,0,Clear/Clear,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.37102118,-71.07985719
4191248,CAMBRIDGE,05/13/2016,Not Reported,Closed,08:40:00,2016,Not reported,1,Local police,NA,35-44,08:00AM to 08:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Cloudy,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.36270969,-71.08430693
4191145,CAMBRIDGE,04/19/2016,Fatal injury,Closed,22:05:00,2016,Fatal injury (K),1,State police,H,45-54,10:00PM to 10:59PM,Collision with pedestrian,Dark - lighted roadway,Single vehicle crash,Dry,1,Clear,No hit and run,V1:(Collision with pedestrian),35,42.3628319,-71.07830915
4234751,CAMBRIDGE,08/15/2016,Property damage only (none injured),Closed,20:44:00,2016,No injury,1,Local police,NA,65-74,08:00PM to 08:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear,NA,V1:(Collision with pedestrian),30,42.3721878,-71.09898431
4234749,CAMBRIDGE,08/15/2016,Not Reported,Closed,17:14:00,2016,Not reported,1,Local police,NA,25-34,05:00PM to 05:59PM,Collision with pedestrian,Daylight,Head-on,Dry,0,Clear/Clear,No hit and run,V1:(Collision with pedestrian),NA,42.37318903,-71.12078427
4234583,CAMBRIDGE,08/16/2016,Property damage only (none injured),Closed,19:54:00,2016,No injury,1,Local police,NA,35-44,07:00PM to 07:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dusk,Angle,Dry,0,Clear,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.37149155,-71.09811455
4232947,CAMBRIDGE,08/05/2016,Non-fatal injury,Closed,11:05:00,2016,Non-fatal injury - Non-incapacitating,1,State police,H,45-54,11:00AM to 11:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",35,42.36502525,-71.07739616
4229781,CAMBRIDGE,08/07/2016,Non-fatal injury,Closed,11:50:00,2016,Non-fatal injury - Non-incapacitating,1,Local police,NA,NA,11:00AM to 11:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear/Clear,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.37191986,-71.08686893
4229777,CAMBRIDGE,08/05/2016,Non-fatal injury,Closed,18:39:00,2016,Non-fatal injury - Non-incapacitating,1,Local police,NA,35-44,06:00PM to 06:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",30,42.36417562,-71.1016816
4229010,CAMBRIDGE,07/25/2016,Property damage only (none injured),Closed,08:55:00,2016,No injury,1,State police,H,45-54,08:00AM to 08:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",35,42.36430552,-71.11605441
4226779,CAMBRIDGE,07/26/2016,Non-fatal injury,Closed,08:40:00,2016,Non-fatal injury - Possible,1,State police,H,55-64,08:00AM to 08:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Rear-end,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",30,42.35753628,-71.09276511
4226225,CAMBRIDGE,08/01/2016,Non-fatal injury,Closed,10:43:00,2016,Non-fatal injury - Incapacitating,1,Local police,NA,NA,10:00AM to 10:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear/Clear,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.35809988,-71.10726724
4234757,CAMBRIDGE,08/19/2016,Non-fatal injury,Closed,10:51:00,2016,Non-fatal injury - Possible,1,Local police,NA,55-64,10:00AM to 10:59AM,Collision with pedestrian,Daylight,Head-on,Dry,0,Clear,NA,V1:(Collision with pedestrian),30,42.3718952,-71.12156907
4235001,CAMBRIDGE,08/15/2016,Non-fatal injury,Closed,08:00:00,2016,Non-fatal injury - Possible,1,Local police,NA,21-24,08:00AM to 08:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear/Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.35788489,-71.10234028
4243040,CAMBRIDGE,09/02/2016,Non-fatal injury,Closed,13:15:00,2016,Non-fatal injury - Possible,1,Local police,NA,45-54,01:00PM to 01:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Unknown,Dry,0,Clear/Cloudy,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.37156818,-71.09943747
4245559,CAMBRIDGE,08/30/2016,Non-fatal injury,Closed,12:00:00,2016,Non-fatal injury - Non-incapacitating,1,State police,H,35-44,12:00PM to 12:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",30,42.38745487,-71.14213344
4245703,CAMBRIDGE,09/07/2016,Non-fatal injury,Closed,08:05:00,2016,Non-fatal injury - Possible,1,Local police,NA,55-64,08:00AM to 08:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Head-on,Wet,0,Rain/Cloudy,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.37007101,-71.08346938
4246364,CAMBRIDGE,09/09/2016,Unknown,Closed,16:25:00,2016,Not reported,1,Local police,NA,45-54,04:00PM to 04:59PM,Collision with motor vehicle in traffic,Daylight,Angle,Dry,0,Clear,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.37452939,-71.10705594
4246444,CAMBRIDGE,09/09/2016,Property damage only (none injured),Closed,10:15:00,2016,No injury,1,Local police,NA,25-34,10:00AM to 10:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Rear-end,Dry,0,Cloudy,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.37085451,-71.07859561
4249828,CAMBRIDGE,09/15/2016,Unknown,Closed,19:02:00,2016,Not reported,1,Local police,NA,45-54,07:00PM to 07:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dusk,Angle,Dry,0,Clear,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.37191986,-71.08686893
4249830,CAMBRIDGE,09/18/2016,Non-fatal injury,Closed,13:54:00,2016,Non-fatal injury - Possible,1,Local police,NA,45-54,01:00PM to 01:59PM,Collision with pedestrian,Daylight,Angle,Dry,0,Cloudy/Cloudy,NA,V1:(Collision with pedestrian),NA,42.35663246,-71.09687372
4251028,CAMBRIDGE,09/20/2016,Non-fatal injury,Closed,10:37:00,2016,Non-fatal injury - Non-incapacitating,1,Local police,NA,65-74,10:00AM to 10:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Cloudy,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.39000606,-71.12070769
4251030,CAMBRIDGE,09/20/2016,Unknown,Closed,21:11:00,2016,Not reported,1,Local police,NA,35-44,09:00PM to 09:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,"Sideswipe, same direction",Dry,0,Clear,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36770233,-71.0857067
4252540,CAMBRIDGE,09/23/2016,Non-fatal injury,Closed,16:57:00,2016,Non-fatal injury - Non-incapacitating,1,Local police,NA,55-64,04:00PM to 04:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Rear-end,Dry,0,Cloudy,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.37559475,-71.11594945
4252544,CAMBRIDGE,09/24/2016,Property damage only (none injured),Closed,17:12:00,2016,No injury,1,Local police,NA,75-84,05:00PM to 05:59PM,Collision with pedestrian,Daylight,Angle,Dry,0,Clear,NA,V1:(Collision with pedestrian),30,42.36659322,-71.10569696
4254632,CAMBRIDGE,09/27/2016,Non-fatal injury,Closed,09:25:00,2016,Non-fatal injury - Possible,1,Local police,NA,45-54,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Wet,0,Cloudy,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.36635269,-71.09349747
4260385,CAMBRIDGE,10/09/2016,Non-fatal injury,Closed,21:04:00,2016,Non-fatal injury - Non-incapacitating,1,Local police,NA,21-24,09:00PM to 09:59PM,Collision with pedestrian,Dark - lighted roadway,Single vehicle crash,Wet,0,Rain/Rain,NA,V1:(Collision with pedestrian),NA,42.36272086,-71.08992749
4260459,CAMBRIDGE,10/05/2016,Unknown,Closed,09:15:00,2016,Not reported,1,Local police,NA,65-74,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.36710672,-71.09542295
4260461,CAMBRIDGE,10/05/2016,Non-fatal injury,Closed,13:44:00,2016,Non-fatal injury - Non-incapacitating,1,Local police,NA,45-54,01:00PM to 01:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Single vehicle crash,Dry,0,Clear,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.37334005,-71.12290814
4262425,CAMBRIDGE,10/12/2016,Non-fatal injury,Closed,12:00:00,2016,Non-fatal injury - Non-incapacitating,1,Local police,NA,75-84,12:00PM to 12:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),NA,42.39093828,-71.12220808
4264613,CAMBRIDGE,10/14/2016,Non-fatal injury,Closed,10:50:00,2016,Non-fatal injury - Non-incapacitating,1,Local police,NA,21-24,10:00AM to 10:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",30,42.36463508,-71.1123133
4223256,CAMBRIDGE,07/14/2016,Non-fatal injury,Closed,14:00:00,2016,Non-fatal injury - Non-incapacitating,1,State police,H,55-64,02:00PM to 02:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",35,42.35481204,-71.11204577
4223480,CAMBRIDGE,07/25/2016,Property damage only (none injured),Closed,11:50:00,2016,No injury,1,Local police,NA,35-44,11:00AM to 11:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear/Cloudy,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.36442912,-71.10209276
4224255,CAMBRIDGE,07/26/2016,Property damage only (none injured),Closed,20:20:00,2016,No injury,1,Local police,NA,25-34,08:00PM to 08:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dusk,Unknown,Dry,0,Clear,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.37221741,-71.11556929
4226131,CAMBRIDGE,07/29/2016,Not Reported,Closed,11:15:00,2016,Not Applicable,1,Local police,NA,35-44,11:00AM to 11:59AM,Collision with motor vehicle in traffic,Daylight,Angle,Wet,0,Cloudy/Rain,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.3733491,-71.12292023
4229607,CAMBRIDGE,08/06/2016,Non-fatal injury,Closed,11:22:00,2016,Non-fatal injury - Non-incapacitating,1,Local police,NA,NA,11:00AM to 11:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear/Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",30,42.3714165,-71.12109842
4230939,CAMBRIDGE,08/10/2016,Property damage only (none injured),Closed,11:30:00,2016,No injury,3,Local police,NA,45-54,11:00AM to 11:59AM,Collision with pedestrian,Daylight,Head-on,Wet,0,Rain/Cloudy,No hit and run,V1:(Collision with pedestrian) / V2:(Collision with pedestrian) / V3:(Collision with pedestrian),NA,42.36297997,-71.09958897
4230942,CAMBRIDGE,08/10/2016,Non-fatal injury,Closed,21:47:00,2016,Non-fatal injury - Possible,1,Local police,NA,45-54,09:00PM to 09:59PM,Collision with pedestrian,Daylight,"Sideswipe, opposite direction",Dry,0,Clear,NA,V1:(Collision with pedestrian),NA,42.36578954,-71.09209283
4237036,CAMBRIDGE,08/24/2016,Non-fatal injury,Closed,09:07:00,2016,Non-fatal injury - Non-incapacitating,1,Local police,NA,NA,09:00AM to 09:59AM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.37762549,-71.10944091
4239117,CAMBRIDGE,08/20/2016,Non-fatal injury,Closed,20:36:00,2016,Non-fatal injury - Non-incapacitating,1,State police,H,25-34,08:00PM to 08:59PM,Collision with pedestrian,Dark - lighted roadway,Angle,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),30,42.36705189,-71.07522162
4241674,CAMBRIDGE,08/30/2016,Non-fatal injury,Closed,10:10:00,2016,Non-fatal injury - Possible,1,Local police,NA,55-64,10:00AM to 10:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear/Cloudy,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.3600278,-71.09466705
4242812,CAMBRIDGE,08/31/2016,Non-fatal injury,Closed,08:55:00,2016,Non-fatal injury - Possible,1,Local police,NA,45-54,08:00AM to 08:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear/Cloudy,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.36686667,-71.1061505
4244430,CAMBRIDGE,08/30/2016,Non-fatal injury,Closed,09:05:00,2016,Non-fatal injury - Non-incapacitating,1,State police,H,21-24,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",30,42.36981846,-71.12245564
4245705,CAMBRIDGE,09/07/2016,Non-fatal injury,Closed,10:15:00,2016,Non-fatal injury - Possible,1,Local police,NA,55-64,10:00AM to 10:59AM,Collision with pedestrian,Daylight,Head-on,Dry,0,Cloudy,NA,V1:(Collision with pedestrian),NA,42.36265402,-71.09905689
4245707,CAMBRIDGE,09/07/2016,Non-fatal injury,Closed,11:55:00,2016,Non-fatal injury - Possible,1,Local police,NA,65-74,11:00AM to 11:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Cloudy,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.37519517,-71.11223643
4246367,CAMBRIDGE,09/10/2016,Property damage only (none injured),Closed,17:15:00,2016,No injury,1,Local police,NA,25-34,05:00PM to 05:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.39478984,-71.12722555
4248287,CAMBRIDGE,09/13/2016,Non-fatal injury,Closed,09:15:00,2016,Non-fatal injury - Possible,1,Local police,NA,55-64,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Unknown,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.36083373,-71.0959972
4249741,CAMBRIDGE,09/17/2016,Non-fatal injury,Closed,09:54:00,2016,Non-fatal injury - Possible,1,Local police,NA,55-64,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.3726512,-71.09250995
4251980,CAMBRIDGE,09/22/2016,Non-fatal injury,Closed,17:38:00,2016,Non-fatal injury - Possible,1,Local police,NA,45-54,05:00PM to 05:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.37531132,-71.14544406
4251981,CAMBRIDGE,09/22/2016,Non-fatal injury,Closed,19:21:00,2016,Non-fatal injury - Non-incapacitating,1,Local police,NA,35-44,07:00PM to 07:59PM,Collision with parked motor vehicle,Dusk,Angle,Dry,0,Clear,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",30,42.37808419,-71.12006279
4252043,CAMBRIDGE,09/22/2016,Property damage only (none injured),Closed,09:36:00,2016,No injury,1,Local police,NA,65-74,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Single vehicle crash,Dry,0,Clear/Clear,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.37320091,-71.11086451
4255576,CAMBRIDGE,09/29/2016,Non-fatal injury,Closed,20:33:00,2016,Non-fatal injury - Possible,1,Local police,NA,45-54,08:00PM to 08:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,Head-on,Dry,0,Cloudy,NA,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",30,42.39264899,-71.12501558
4255728,CAMBRIDGE,08/26/2016,Non-fatal injury,Closed,19:31:00,2016,Non-fatal injury - Non-incapacitating,1,State police,H,25-34,07:00PM to 07:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.35413089,-71.11028995
4255736,CAMBRIDGE,09/23/2016,Non-fatal injury,Closed,13:44:00,2016,Non-fatal injury - Non-incapacitating,1,State police,H,45-54,01:00PM to 01:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Rear-end,Dry,0,Cloudy,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.35399831,-71.11101904
